self,pid,command,shared_obj,symbol
895227501.0,327083,python,python,_PyEval_EvalFrameDefault
719853307.0,327278,python,python,_PyEval_EvalFrameDefault
717577023.0,327267,python,python,_PyEval_EvalFrameDefault
698250793.0,327135,python,python,_PyEval_EvalFrameDefault
695537391.0,327289,python,python,_PyEval_EvalFrameDefault
695065613.0,327245,python,python,_PyEval_EvalFrameDefault
688378117.0,327190,python,python,_PyEval_EvalFrameDefault
686544601.0,327256,python,python,_PyEval_EvalFrameDefault
682753415.0,327168,python,python,_PyEval_EvalFrameDefault
679864155.0,327234,python,python,_PyEval_EvalFrameDefault
675415582.0,327112,python,python,_PyEval_EvalFrameDefault
674237608.0,327090,python,python,_PyEval_EvalFrameDefault
672364681.0,327300,python,python,_PyEval_EvalFrameDefault
671892111.0,327101,python,python,_PyEval_EvalFrameDefault
668257903.0,327223,python,python,_PyEval_EvalFrameDefault
667423713.0,327146,python,python,_PyEval_EvalFrameDefault
666039992.0,327201,python,python,_PyEval_EvalFrameDefault
663591951.0,327179,python,python,_PyEval_EvalFrameDefault
654128580.0,327157,python,python,_PyEval_EvalFrameDefault
646775334.0,327212,python,python,_PyEval_EvalFrameDefault
642655451.0,327123,python,python,_PyEval_EvalFrameDefault
366543040.0,327083,python,python,visit_add_to_container
276233374.0,327157,python,python,visit_add_to_container
272129125.0,327090,python,python,visit_add_to_container
265293407.0,327101,python,python,visit_add_to_container
262624496.0,327112,python,python,visit_add_to_container
260272310.0,327135,python,python,visit_add_to_container
259079475.0,327234,python,python,visit_add_to_container
256183932.0,327278,python,python,visit_add_to_container
255793061.0,327190,python,python,visit_add_to_container
255206027.0,327256,python,python,visit_add_to_container
253458667.0,327289,python,python,visit_add_to_container
253148824.0,327201,python,python,visit_add_to_container
252596458.0,327267,python,python,visit_add_to_container
252474057.0,327223,python,python,visit_add_to_container
252419442.0,327168,python,python,visit_add_to_container
251791637.0,327112,python,python,_PyEval_EvalFrameDefault
251540494.0,327179,python,python,visit_add_to_container
251344645.0,327300,python,python,visit_add_to_container
249555503.0,327123,python,python,_PyEval_EvalFrameDefault
248840175.0,327267,python,python,_PyEval_EvalFrameDefault
247128101.0,327101,python,python,_PyEval_EvalFrameDefault
246435354.0,327146,python,python,visit_add_to_container
245890943.0,327223,python,python,_PyEval_EvalFrameDefault
245518410.0,327212,python,python,visit_add_to_container
244217033.0,327168,python,python,_PyEval_EvalFrameDefault
244116891.0,327201,python,python,_PyEval_EvalFrameDefault
243453417.0,327146,python,python,_PyEval_EvalFrameDefault
242571435.0,327245,python,python,visit_add_to_container
241856381.0,327300,python,python,_PyEval_EvalFrameDefault
241854488.0,327123,python,python,visit_add_to_container
238236948.0,327090,python,python,_PyEval_EvalFrameDefault
237327433.0,327234,python,python,_PyEval_EvalFrameDefault
233302330.0,327245,python,python,_PyEval_EvalFrameDefault
232898467.0,327212,python,python,_PyEval_EvalFrameDefault
