self,pid,command,shared_obj,symbol
1178346089.0,559838,python,python,_PyEval_EvalFrameDefault
1034849909.0,559857,python,python,_PyEval_EvalFrameDefault
1016734915.0,559845,python,python,_PyEval_EvalFrameDefault
999533761.0,559879,python,python,_PyEval_EvalFrameDefault
995349130.0,559901,python,python,_PyEval_EvalFrameDefault
959268373.0,559868,python,python,_PyEval_EvalFrameDefault
620935138.0,559838,python,python,sre_search
548791667.0,559879,python,python,sre_search
541701772.0,559857,python,python,sre_search
540875253.0,559868,python,python,sre_search
539108541.0,559845,python,python,sre_search
532063960.0,559901,python,python,sre_search
217285292.0,559901,python,python,_PyEval_EvalFrameDefault
210674735.0,559857,python,python,_PyEval_EvalFrameDefault
197474515.0,559879,python,python,_PyEval_EvalFrameDefault
196220575.0,559868,python,python,_PyEval_EvalFrameDefault
195749403.0,559845,python,python,_PyEval_EvalFrameDefault
190213410.0,559890,python,python,_PyEval_EvalFrameDefault
177416809.0,559857,python,python,gc_collect_main
176845209.0,559838,python,python,gc_collect_main
176665822.0,559879,python,python,gc_collect_main
168584397.0,559901,python,python,gc_collect_main
166874558.0,559868,python,python,gc_collect_main
164988939.0,559845,python,python,gc_collect_main
153568190.0,559901,python,python,_PyObject_Malloc
143543501.0,559838,python,python,_PyObject_Malloc
130617577.0,559845,python,python,_PyObject_Malloc
123926906.0,559868,python,python,_PyObject_Malloc
114291593.0,559868,python,python,_Py_dict_lookup
112672855.0,559838,python,python,_Py_dict_lookup
112408894.0,559879,python,python,_PyObject_Malloc
112125924.0,559857,python,python,_PyObject_Malloc
111330633.0,559901,python,python,_Py_dict_lookup
108974742.0,559838,python,python,_PyFrame_ClearExceptCode
107185775.0,559857,python,python,_PyFrame_ClearExceptCode
100752515.0,559879,python,python,_PyFrame_ClearExceptCode
96625837.0,559879,python,python,_PyTypeCache_Lookup
96415421.0,559868,python,python,_PyFrame_ClearExceptCode
94542344.0,559901,python,python,unicodekeys_lookup_unicode
92651972.0,559879,python,python,unicodekeys_lookup_unicode
90568883.0,559879,python,python,_Py_dict_lookup
