self,pid,command,shared_obj,symbol
5013671289.0,2772515,python,python,visit_reachable
4245674381.0,2772580,python,python,visit_reachable
4230519009.0,2772591,python,python,visit_reachable
4207878090.0,2772533,python,python,visit_reachable
4206063389.0,2772555,python,python,visit_reachable
4138214929.0,2772522,python,python,visit_reachable
4042423663.0,2772515,python,python,visit_decref
3459910561.0,2772591,python,python,visit_decref
3413922614.0,2772580,python,python,visit_decref
3372943088.0,2772522,python,python,visit_decref
3365742844.0,2772555,python,python,visit_decref
3364606371.0,2772533,python,python,visit_decref
2131641588.0,2772515,python,python,list_traverse
1801363459.0,2772555,python,python,list_traverse
1790930683.0,2772533,python,python,list_traverse
1786314001.0,2772522,python,python,list_traverse
1775497875.0,2772580,python,python,list_traverse
1746792670.0,2772591,python,python,list_traverse
1507451852.0,2772515,python,python,gc_collect_region
1267491236.0,2772591,python,python,gc_collect_region
1256617268.0,2772555,python,python,gc_collect_region
1233707776.0,2772533,python,python,gc_collect_region
1220581742.0,2772580,python,python,gc_collect_region
1199241155.0,2772522,python,python,gc_collect_region
619921923.0,2772515,python,python,_PyGC_Collect
608040684.0,2772515,python,python,dict_traverse
588313005.0,2772591,python,python,dict_traverse
578095930.0,2772522,python,python,dict_traverse
572347145.0,2772533,python,python,dict_traverse
563571044.0,2772580,python,python,dict_traverse
545601693.0,2772555,python,python,dict_traverse
529168651.0,2772580,python,python,_PyGC_Collect
510928282.0,2772555,python,python,_PyGC_Collect
500083252.0,2772591,python,python,_PyGC_Collect
499184811.0,2772522,python,python,_PyGC_Collect
490083658.0,2772533,python,python,_PyGC_Collect
438699377.0,2772580,python,python,visit_reachable
436990996.0,2772533,python,python,visit_reachable
427457101.0,2772522,python,python,visit_reachable
421939682.0,2772591,python,python,visit_reachable
420105085.0,2772544,python,python,visit_reachable
417470180.0,2772555,python,python,visit_reachable
357600733.0,2772591,python,python,visit_decref
347028875.0,2772555,python,python,visit_decref
335850119.0,2772544,python,python,visit_decref
335705269.0,2772580,python,python,visit_decref
328405281.0,2772522,python,python,visit_decref
323978472.0,2772533,python,python,visit_decref
189890413.0,2772522,python,python,list_traverse
188196753.0,2772544,python,python,list_traverse
184166610.0,2772515,python,python,func_traverse
173317545.0,2772555,python,python,func_traverse
173298269.0,2772555,python,python,list_traverse
170430448.0,2772580,python,python,list_traverse
169461350.0,2772533,python,python,list_traverse
159568634.0,2772591,python,python,list_traverse
159455550.0,2772522,python,python,func_traverse
151713720.0,2772580,python,python,func_traverse
140677231.0,2772533,python,python,func_traverse
140632412.0,2772591,python,python,func_traverse
127797435.0,2772591,python,python,gc_collect_region
124712789.0,2772580,python,python,gc_collect_region
122742820.0,2772544,python,python,gc_collect_region
119864401.0,2772533,python,python,gc_collect_region
119618845.0,2772522,python,python,gc_collect_region
111651469.0,2772555,python,python,gc_collect_region
110853720.0,2772515,python,python,type_traverse
96082100.0,2772522,python,python,type_traverse
91147497.0,2772515,python,python,subtype_traverse
89181133.0,2772533,python,python,subtype_traverse
87609455.0,2772580,python,python,type_traverse
80206941.0,2772515,python,python,tuple_traverse
79273499.0,2772515,python,python,PyObject_VisitManagedDict
79233122.0,2772591,python,python,subtype_traverse
78210403.0,2772515,python,python,type_is_gc
77310314.0,2772555,python,python,type_traverse
76304816.0,2772591,python,python,type_traverse
75309031.0,2772533,python,python,type_traverse
75264864.0,2772522,python,python,PyObject_VisitManagedDict
75259201.0,2772555,python,python,subtype_traverse
74298919.0,2772515,python,python,set_traverse
70936980.0,2772580,python,python,subtype_traverse
69867160.0,2772580,python,python,type_is_gc
69782655.0,2772580,python,python,PyObject_VisitManagedDict
68374678.0,2772591,python,python,tuple_traverse
68297008.0,2772522,python,python,subtype_traverse
68147487.0,2772580,python,python,tuple_traverse
67377377.0,2772533,python,python,dict_traverse
67328589.0,2772555,python,python,tuple_traverse
64399635.0,2772522,python,python,tuple_traverse
62387850.0,2772533,python,python,tuple_traverse
62383484.0,2772555,python,python,set_traverse
61419697.0,2772591,python,python,PyObject_VisitManagedDict
61286578.0,2772522,python,python,dict_traverse
60425535.0,2772533,python,python,PyObject_IS_GC
60362727.0,2772533,python,python,type_is_gc
59422276.0,2772591,python,python,type_is_gc
59354860.0,2772533,python,python,PyObject_VisitManagedDict
58453388.0,2772515,python,python,PyObject_IS_GC
57270592.0,2772555,python,python,dict_traverse
56461312.0,2772555,python,python,PyObject_VisitManagedDict
53447838.0,2772522,python,python,type_is_gc
53405094.0,2772522,python,python,_PyGC_Collect
52542679.0,2772591,python,python,dict_traverse
52499247.0,2772580,python,python,dict_traverse
52420994.0,2772555,python,python,_PyGC_Collect
51960374.0,2772580,python,python,set_traverse
51529404.0,2772580,python,python,_PyGC_Collect
50522531.0,2772544,python,python,_PyGC_Collect
50513067.0,2772544,python,python,dict_traverse
50494143.0,2772555,python,python,type_is_gc
50374903.0,2772580,python,python,PyObject_IS_GC
48881615.0,2772515,python,python,PyLong_FromLong
48538955.0,2772515,python,python,list_dealloc
48495641.0,2772591,python,python,PyObject_IS_GC
47559559.0,2772533,python,python,_PyGC_Collect
47557932.0,2772591,python,python,_PyGC_Collect
47502252.0,2772533,python,python,set_traverse
46437047.0,2772522,python,python,PyObject_IS_GC
45559054.0,2772591,python,python,set_traverse
44588806.0,2772555,python,python,PyObject_IS_GC
43602008.0,2772522,python,python,set_traverse
41613506.0,2772515,python,python,meth_traverse
41597341.0,2772533,python,python,meth_traverse
37672350.0,2772555,python,python,PyLong_FromLong
35634371.0,2772555,python,python,meth_traverse
34934086.0,2772533,python,python,PyLong_FromLong
34637324.0,2772591,python,python,meth_traverse
32688995.0,2772522,python,python,meth_traverse
31549282.0,2772580,python,python,list_dealloc
31477085.0,2772580,python,python,PyLong_FromLong
30742257.0,2772555,python,python,list_dealloc
30710722.0,2772522,python,python,list_dealloc
30354749.0,2772591,python,python,list_dealloc
29824156.0,2772522,python,python,PyLong_FromLong
29742813.0,2772533,python,python,list_dealloc
26588647.0,2772580,python,python,meth_traverse
25706141.0,2772555,python,python,func_traverse
24755076.0,2772515,python,python,_PyTuple_MaybeUntrack
22912760.0,2772591,python,python,PyLong_FromLong
21796115.0,2772522,python,python,_PyTuple_MaybeUntrack
20800532.0,2772533,python,python,func_traverse
20731446.0,2772580,python,python,_PyTuple_MaybeUntrack
19806201.0,2772591,python,python,func_traverse
19776737.0,2772533,python,python,_PyTuple_MaybeUntrack
17815375.0,2772580,python,python,func_traverse
16846060.0,2772591,python,python,_PyTuple_MaybeUntrack
16785098.0,2772515,python,python,gc_traverse
14839181.0,2772522,python,python,gc_traverse
14719150.0,2772522,python,[unknown],0xffffffffab6011d3
14306705.0,2772515,python,[JIT],0x00007d7da4834268
12835346.0,2772544,python,python,subtype_traverse
12649320.0,2772591,python,[JIT],0x00007101315e91ee
12513330.0,2772580,python,[JIT],0x00007e9d3f0331ee
12492035.0,2772515,python,[JIT],0x00007d7da4834144
11881288.0,2772555,python,python,_PyTuple_MaybeUntrack
11876947.0,2772544,python,python,type_is_gc
11658354.0,2772522,python,[JIT],0x000071be6492d1ee
11472601.0,2772533,python,[JIT],0x00007a068cbfe1ee
10905641.0,2772515,python,python,descr_traverse
10900081.0,2772533,python,python,type_traverse
10892843.0,2772580,python,python,subtype_traverse
10892191.0,2772591,python,python,tuple_traverse
10880610.0,2772522,python,python,func_traverse
10510409.0,2772522,python,[JIT],0x000071be6492d13b
9923756.0,2772522,python,[unknown],0xffffffffaa5a46fd
9914074.0,2772544,python,python,func_traverse
9913412.0,2772555,python,python,gc_traverse
9882790.0,2772515,python,[unknown],0xffffffffab6011d3
9809472.0,2772515,python,[unknown],0xffffffffab60128c
9753424.0,2772555,python,[JIT],0x00007210764ed268
9742145.0,2772515,python,[JIT],0x00007d7da483429b
9719014.0,2772591,python,[JIT],0x00007101315e9268
9656277.0,2772533,python,[JIT],0x00007a068cbfe0ce
9618555.0,2772515,python,[JIT],0x00007d7da48341b1
9613326.0,2772591,python,python,list_repeat
9451087.0,2772555,python,python,list_repeat
9288338.0,2772533,python,[JIT],0x00007a068cbfe0bd
8924574.0,2772555,python,python,tuple_traverse
8917020.0,2772544,python,python,PyObject_VisitManagedDict
8914684.0,2772522,python,python,property_traverse
8910644.0,2772522,python,python,subtype_traverse
8893002.0,2772580,python,python,descr_traverse
8768457.0,2772515,python,python,list_repeat
8738851.0,2772515,python,[JIT],0x00007d7da4834112
8731869.0,2772533,python,[JIT],0x00007a068cbfe21b
8710544.0,2772515,python,[JIT],0x00007d7da4834192
8706482.0,2772515,python,[JIT],0x00007d7da48341ee
8700480.0,2772515,python,[JIT],0x00007d7da48340ce
8675354.0,2772515,python,[JIT],0x00007d7da48342af
8447727.0,2772515,python,[JIT],0x00007d7da48340bd
7938017.0,2772533,python,python,PyObject_VisitManagedDict
7934842.0,2772591,python,python,subtype_traverse
7933143.0,2772591,python,python,set_traverse
7932353.0,2772555,python,python,subtype_traverse
7931366.0,2772522,python,python,set_traverse
7928944.0,2772555,python,python,property_traverse
7926166.0,2772533,python,python,gc_traverse
7924863.0,2772515,python,python,module_traverse
7924309.0,2772522,python,python,tuplegetter_traverse
7912725.0,2772555,python,python,descr_traverse
7911742.0,2772533,python,python,tuple_traverse
7911625.0,2772555,python,python,type_is_gc
7908181.0,2772522,python,python,type_is_gc
7906893.0,2772522,python,[unknown],0xffffffffab44a16e
7897635.0,2772591,python,python,cell_traverse
7878435.0,2772580,python,python,gc_traverse
7873868.0,2772580,python,python,cell_traverse
7873175.0,2772522,python,[unknown],0xffffffffab6011a9
7857847.0,2772555,python,[JIT],0x00007210764ed112
7851527.0,2772515,python,[JIT],0x00007d7da48340b0
7829243.0,2772522,python,[JIT],0x000071be6492d06a
7815252.0,2772522,python,[JIT],0x000071be6492d144
7784968.0,2772515,python,[unknown],0xffffffffab3cfc07
7774882.0,2772591,python,[JIT],0x00007101315e9192
7754508.0,2772522,python,[JIT],0x000071be6492d27b
7713501.0,2772522,python,[JIT],0x000071be6492d268
7699686.0,2772555,python,[unknown],0xffffffffab3cfc07
7683970.0,2772515,python,[JIT],0x00007d7da48341e7
7606811.0,2772555,python,[JIT],0x00007210764ed144
7601986.0,2772515,python,[JIT],0x00007d7da4834073
7593779.0,2772580,python,[JIT],0x00007e9d3f03322a
7491607.0,2772533,python,[JIT],0x00007a068cbfe073
7471608.0,2772515,python,libc.so.6,_int_malloc
7410345.0,2772591,python,[JIT],0x00007101315e90ea
7091328.0,2772533,python,[JIT],0x00007a068cbfe104
6946371.0,2772533,python,python,module_traverse
6945249.0,2772591,python,python,descr_traverse
6942851.0,2772580,python,python,property_traverse
6941386.0,2772580,python,python,PyObject_VisitManagedDict
6939104.0,2772533,python,python,cell_traverse
6936443.0,2772555,python,python,PyObject_IS_GC
6936177.0,2772544,python,python,type_traverse
6931003.0,2772533,python,python,subtype_traverse
6925709.0,2772591,python,python,type_traverse
6921822.0,2772580,python,python,type_traverse
6917792.0,2772580,python,python,set_traverse
6910472.0,2772580,python,python,tuple_traverse
6906022.0,2772591,python,python,PyObject_VisitManagedDict
6894336.0,2772580,python,python,_PyMember_GetOffset
6861349.0,2772515,python,[JIT],0x00007d7da4834184
6852501.0,2772555,python,[JIT],0x00007210764ed121
6847174.0,2772515,python,[JIT],0x00007d7da483406a
6835015.0,2772591,python,[JIT],0x00007101315e922a
6764693.0,2772522,python,[JIT],0x000071be6492d1f3
6751992.0,2772533,python,[unknown],0xffffffffab60128c
6749874.0,2772591,python,[JIT],0x00007101315e91f3
6741136.0,2772515,python,[JIT],0x00007d7da483421b
6737184.0,2772591,python,[JIT],0x00007101315e9104
6733814.0,2772533,python,[JIT],0x00007a068cbfe2af
6717674.0,2772555,python,[JIT],0x00007210764ed1c1
6687324.0,2772580,python,python,list_repeat
6649726.0,2772591,python,libc.so.6,_int_malloc
6646105.0,2772580,python,[JIT],0x00007e9d3f033112
6634507.0,2772533,python,[JIT],0x00007a068cbfe121
6609910.0,2772555,python,[JIT],0x00007210764ed1ee
6601316.0,2772580,python,[JIT],0x00007e9d3f03306a
6551021.0,2772555,python,[JIT],0x00007210764ed175
6547470.0,2772533,python,[JIT],0x00007a068cbfe13b
6458977.0,2772580,python,[JIT],0x00007e9d3f0330b0
6425215.0,2772580,python,[JIT],0x00007e9d3f0330ea
6360831.0,2772580,python,[JIT],0x00007e9d3f033268
6213273.0,2772580,python,[JIT],0x00007e9d3f033175
6197059.0,2772555,python,python,_PyEval_EvalFrameDefault
6125601.0,2772522,python,[JIT],0x000071be6492d175
6033666.0,2772591,python,[JIT],0x00007101315e90b0
5953134.0,2772544,python,python,meth_traverse
5950144.0,2772522,python,python,type_traverse
5948512.0,2772522,python,python,descr_traverse
5946088.0,2772591,python,python,sm_traverse
5945932.0,2772515,python,python,tuplegetter_traverse
5943449.0,2772580,python,python,type_is_gc
5943411.0,2772522,python,[unknown],0xffffffffab601631
5943088.0,2772591,python,python,property_traverse
5942198.0,2772591,python,python,_PyMember_GetOffset
5941873.0,2772591,python,python,tuplegetter_traverse
5941791.0,2772544,python,python,PyObject_IS_GC
5936905.0,2772522,python,python,cell_traverse
5935908.0,2772555,python,python,type_traverse
5927747.0,2772515,python,python,property_traverse
5921567.0,2772555,python,python,PyObject_VisitManagedDict
5910491.0,2772533,python,[JIT],0x00007a068cbfe0b0
5909602.0,2772580,python,python,abc_data_traverse
5895758.0,2772515,python,[JIT],0x00007d7da48340e2
5895156.0,2772555,python,[JIT],0x00007210764ed0bd
5876649.0,2772591,python,[JIT],0x00007101315e906a
5875098.0,2772555,python,[JIT],0x00007210764ed1b1
5873100.0,2772515,python,[JIT],0x00007d7da4834129
5870313.0,2772522,python,[JIT],0x000071be6492d104
5870040.0,2772533,python,[JIT],0x00007a068cbfe23a
5868166.0,2772591,python,[JIT],0x00007101315e9073
5861413.0,2772555,python,[unknown],0xffffffffab6011d3
5853397.0,2772555,python,[JIT],0x00007210764ed0f9
5848264.0,2772515,python,[JIT],0x00007d7da4834104
5841991.0,2772533,python,[JIT],0x00007a068cbfe175
5837602.0,2772591,python,[JIT],0x00007101315e927f
5836358.0,2772580,python,[JIT],0x00007e9d3f03327b
5829171.0,2772591,python,[JIT],0x00007101315e91b1
5796706.0,2772522,python,[JIT],0x000071be6492d2af
5795664.0,2772522,python,[JIT],0x000071be6492d073
5784694.0,2772591,python,[JIT],0x00007101315e9129
5778540.0,2772515,python,[JIT],0x00007d7da483413b
5774417.0,2772533,python,python,_PyEval_EvalFrameDefault
5762356.0,2772555,python,[JIT],0x00007210764ed0ea
5754066.0,2772580,python,[unknown],0xffffffffab60128c
5748019.0,2772591,python,[JIT],0x00007101315e90ce
5722438.0,2772522,python,[JIT],0x000071be6492d192
5704171.0,2772533,python,[JIT],0x00007a068cbfe112
5683952.0,2772522,python,[JIT],0x000071be6492d0bd
5682149.0,2772522,python,[JIT],0x000071be6492d1e7
5607815.0,2772555,python,[JIT],0x00007210764ed0ce
5556980.0,2772522,python,[JIT],0x000071be6492d129
5535837.0,2772591,python,[JIT],0x00007101315e90bd
5078087.0,2772580,python,[JIT],0x00007e9d3f0331e7
4978299.0,2772533,python,[JIT],0x00007a068cbfe0f9
4961444.0,2772533,python,python,PyObject_IS_GC
4960820.0,2772533,python,python,_PyMember_GetOffset
4960755.0,2772544,python,python,tuple_traverse
4960663.0,2772522,python,python,tuple_traverse
4960029.0,2772544,python,python,_PyTuple_MaybeUntrack
4959882.0,2772591,python,python,abc_data_traverse
4956001.0,2772591,python,python,type_is_gc
4955771.0,2772591,python,python,gc_traverse
4953414.0,2772522,python,python,slice_traverse
4952380.0,2772555,python,python,tuplegetter_traverse
4947527.0,2772591,python,python,PyObject_IS_GC
4945839.0,2772555,python,python,cell_traverse
4944507.0,2772533,python,python,abc_data_traverse
4944347.0,2772555,python,python,module_traverse
4942949.0,2772522,python,python,PyObject_IS_GC
4936767.0,2772580,python,python,meth_traverse
4931188.0,2772555,python,python,abc_data_traverse
4931047.0,2772555,python,python,set_traverse
4921478.0,2772544,python,python,set_traverse
4913146.0,2772522,python,[JIT],0x000071be6492d21b
